Year,Code      Age  Both sexes        Male      Female
1987,02    AK  44        7398        4033        3365
1987,02    AK  45        6225        3394        2831
1987,02    AK  46        5676        3088        2588
1987,02    AK  47        5519        2996        2523
1987,02    AK  48        4858        2665        2193
1987,02    AK  49        4933        2705        2228
1987,02    AK  50        4561        2498        2063
1987,02    AK  51        4209        2263        1946
1987,02    AK  52        4037        2257        1780
1987,02    AK  53        3801        2096        1705
1987,02    AK  54        3827        2076        1751
1987,02    AK  55        3596        1949        1647
1987,02    AK  56        3393        1801        1592
1987,02    AK  57        3424        1860        1564
1987,02    AK  58        3054        1624        1430
1987,02    AK  59        3219        1697        1522
1987,02    AK  60        2827        1488        1339
1987,02    AK  61        2607        1393        1214
1987,02    AK  62        2572        1376        1196
1987,02    AK  63        2488        1326        1162
1987,02    AK  64        2307        1193        1114
1987,02    AK  65        1908         995         913
1987,02    AK  66        1715         865         850
1987,02    AK  67        1603         788         815
1987,02    AK  68        1394         669         725
1987,02    AK  69        1343         670         673
1987,02    AK  70        1200         606         594
1987,02    AK  71        1102         532         570
1987,02    AK  72         998         474         524
1987,02    AK  73         847         410         437
1987,02    AK  74         810         380         430
1987,02    AK  75         773         364         409
1987,02    AK  76         672         300         372
1987,02    AK  77         585         255         330
1987,02    AK  78         509         229         280
1987,02    AK  79         477         212         265
1987,02    AK  80         417         174         243
1987,02    AK  81         326         128         198
1987,02    AK  82         306         120         186
1987,02    AK  83         257         105         152
1987,02    AK  84         226          97         129
1987,02    AK  85         959         342         617
1987,04    AZ   0       60296       30861       29435
1987,04    AZ   1       57118       29147       27971
1987,04    AZ   2       55073       28083       26990
1987,04    AZ   3       52720       26991       25729
1987,04    AZ   4       54042       27616       26426
1987,04    AZ   5       53972       27623       26349
1987,04    AZ   6       52883       26994       25889
1987,04    AZ   7       51266       26246       25020
1987,04    AZ   8       46697       23775       22922
1987,04    AZ   9       48314       24670       23644
1987,04    AZ  10       49039       25106       23933
1987,04    AZ  11       46478       23742       22736
1987,04    AZ  12       47011       23978       23033
1987,04    AZ  13       45949       23489       22460
1987,04    AZ  14       47000       23960       23040
1987,04    AZ  15       48900       25002       23898
1987,04    AZ  16       52342       26840       25502
1987,04    AZ  17       53143       27315       25828
1987,04    AZ  18       51886       26709       25177
1987,04    AZ  19       53835       27580       26255
1987,04    AZ  20       54426       27887       26539
1987,04    AZ  21       54527       28105       26422
1987,04    AZ  22       56305       28993       27312
1987,04    AZ  23       58675       30321       28354
1987,04    AZ  24       61352       31637       29715
1987,04    AZ  25       62519       32032       30487
1987,04    AZ  26       64572       32844       31728
1987,04    AZ  27       66312       33791       32521
1987,04    AZ  28       62506       31694       30812
1987,04    AZ  29       67529       34400       33129
1987,04    AZ  30       64218       32793       31425
1987,04    AZ  31       59868       30271       29597
1987,04    AZ  32       58642       29655       28987
1987,04    AZ  33       56444       28228       28216
1987,04    AZ  34       56747       28573       28174
1987,04    AZ  35       54277       27159       27118
1987,04    AZ  36       52122       25983       26139
1987,04    AZ  37       51000       25355       25645
1987,04    AZ  38       48485       23997       24488
1987,04    AZ  39       51600       25857       25743
